source	target	source_genesymbol	target_genesymbol	is_directed	is_stimulation	is_inhibition	consensus_direction	consensus_stimulation	consensus_inhibition	sources	references
Q8N729	P48146	NPW	NPBWR2	1	1	0	1	1	0	CellPhoneDB;CellTalkDB;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;STRING_talklr;Wang;connectomeDB2020;iTALK;scConnect;talklr	CellTalkDB:12130646;Guide2Pharma:12401809;HPMR:12130646;HPRD:12130646;HPRD:12719537;LRdb:12130646;LRdb:12401809;LRdb:12719537;connectomeDB2020:12130646;connectomeDB2020:12401809;connectomeDB2020:12719537;scConnect:12401809
Q9HCQ7	Q9GZQ6	NPVF	NPFFR1	1	1	0	1	1	0	CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;LRdb;Ramilowski2015;Wang;connectomeDB2020;iTALK;scConnect;talklr	CellChatDB:29106375;CellTalkDB:11024015;Cellinker:11024015;Cellinker:12242085;Cellinker:12421602;Cellinker:17337079;Cellinker:29106375;Guide2Pharma:12242085;Guide2Pharma:12421602;Guide2Pharma:17337079;HPMR:11024015;LRdb:11024015;LRdb:12242085;LRdb:12421602;LRdb:17337079;connectomeDB2020:11024015;connectomeDB2020:12242085;connectomeDB2020:12421602;connectomeDB2020:17337079;scConnect:12242085;scConnect:12421602;scConnect:17337079
P0C0P6	Q6W5P4	NPS	NPSR1	1	1	0	1	1	0	Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;Wang;connectomeDB2020;iTALK;scConnect;talklr	Baccin2019:1531264815312640;CellChatDB:19732772;CellTalkDB:15312648;Cellinker:15312648;Cellinker:19732772;Guide2Pharma:15312648;HPMR:15312648;LRdb:15312648;connectomeDB2020:15312648;scConnect:15312648
P30990	P30989	NTS	NTSR1	1	1	0	1	1	0	Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;DIP;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Lit-BM-17;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;Wang;connectomeDB2020;iTALK;scConnect;talklr	Baccin2019:10930533;Baccin2019:11559354;Baccin2019:11723247;Baccin2019:11811984;Baccin2019:1331689;Baccin2019:16087676;Baccin2019:1694443;CellTalkDB:11811984;Cellinker:10930533;Cellinker:11559354;Cellinker:11723247;Cellinker:11811984;Cellinker:1331689;Cellinker:16087676;Cellinker:1694443;DIP:17620610;Guide2Pharma:10930533;Guide2Pharma:11723247;Guide2Pharma:11811984;HPMR:1694443;HPRD:11559354;HPRD:16087676;LRdb:10930533;LRdb:11559354;LRdb:11723247;LRdb:11811984;LRdb:1331689;LRdb:16087676;LRdb:1694443;Lit-BM-17:11559354;Lit-BM-17:23597562;SIGNOR:1331689;connectomeDB2020:10930533;connectomeDB2020:11559354;connectomeDB2020:11723247;connectomeDB2020:11811984;connectomeDB2020:1331689;connectomeDB2020:16087676;connectomeDB2020:1694443;scConnect:10930533;scConnect:11723247;scConnect:11811984
P01178	P30559	OXT	OXTR	1	1	0	1	1	0	Baccin2019;CellCall;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;I2D_CellPhoneDB;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;Wang;connectomeDB2020;iTALK;scConnect;talklr	Baccin2019:10519430;Baccin2019:10698266;Baccin2019:12660315;Baccin2019:1313946;Baccin2019:16158071;Baccin2019:7475979;Baccin2019:7774575;Baccin2019:8955347;CellTalkDB:10519430;Cellinker:10519430;Cellinker:10698266;Cellinker:12660315;Cellinker:1313946;Cellinker:16158071;Cellinker:7475979;Cellinker:7774575;Cellinker:8955347;Guide2Pharma:10519430;Guide2Pharma:12660315;Guide2Pharma:16158071;Guide2Pharma:7475979;Guide2Pharma:7774575;Guide2Pharma:8955347;HPMR:1313946;HPRD:10698266;LRdb:10519430;LRdb:10698266;LRdb:12660315;LRdb:1313946;LRdb:16158071;LRdb:7475979;LRdb:7774575;LRdb:8955347;SIGNOR:1313946;connectomeDB2020:10519430;connectomeDB2020:10698266;connectomeDB2020:12660315;connectomeDB2020:1313946;connectomeDB2020:16158071;connectomeDB2020:7475979;connectomeDB2020:7774575;connectomeDB2020:8955347;scConnect:10519430;scConnect:12660315;scConnect:16158071;scConnect:7475979;scConnect:7774575;scConnect:8955347
P01185	P30559	AVP	OXTR	1	1	0	1	1	0	Baccin2019;CellPhoneDB;CellTalkDB;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPRD;HPRD_LRdb;HPRD_talklr;I2D_CellPhoneDB;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;connectomeDB2020;iTALK;scConnect;talklr	Baccin2019:10519430;Baccin2019:11337500;Baccin2019:12446593;Baccin2019:15084136;Baccin2019:16158071;Baccin2019:7475979;Baccin2019:7774575;Baccin2019:7921229;Baccin2019:8955347;CellTalkDB:12446593;Guide2Pharma:10519430;Guide2Pharma:11337500;Guide2Pharma:12446593;Guide2Pharma:15084136;Guide2Pharma:16158071;Guide2Pharma:7475979;Guide2Pharma:7774575;Guide2Pharma:8955347;HPRD:7921229;LRdb:10519430;LRdb:11337500;LRdb:12446593;LRdb:15084136;LRdb:16158071;LRdb:7475979;LRdb:7774575;LRdb:7921229;LRdb:8955347;connectomeDB2020:10519430;connectomeDB2020:11337500;connectomeDB2020:12446593;connectomeDB2020:15084136;connectomeDB2020:16158071;connectomeDB2020:7475979;connectomeDB2020:7774575;connectomeDB2020:7921229;connectomeDB2020:8955347;scConnect:10519430;scConnect:11337500;scConnect:12446593;scConnect:15084136;scConnect:16158071;scConnect:7475979;scConnect:7774575;scConnect:8955347
P23510	P43489	TNFSF4	TNFRSF4	1	1	0	1	1	0	Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;DIP;DLRP_talklr;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;InnateDB;Kirouac2010;LRdb;Lit-BM-17;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;UniProt_LRdb;Wang;Wojtowicz2020;connectomeDB2020;iTALK;scConnect;talklr	Baccin2019:12134113;CellTalkDB:12134113;Cellinker:12134113;DIP:16905106;DIP:8076595;HPMR:12134113;HPRD:12134113;ICELLNET:11239407;InnateDB:16905106;LRdb:12134113;Lit-BM-17:16905106;Lit-BM-17:8076595;SIGNOR:9488716;connectomeDB2020:12134113
O43612	O43613	HCRT	HCRTR1	1	1	0	1	1	0	Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;Kirouac2010;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;Wang;connectomeDB2020;iTALK;scConnect;talklr	Baccin2019:10498827;Baccin2019:11162621;Baccin2019:11250867;Baccin2019:11266181;Baccin2019:11403934;Baccin2019:12208495;Baccin2019:12606634;Baccin2019:12702704;Baccin2019:14691055;Baccin2019:18599270;Baccin2019:21362456;Baccin2019:9491897;CellTalkDB:9491897;Cellinker:10498827;Cellinker:11162621;Cellinker:11250867;Cellinker:11266181;Cellinker:11403934;Cellinker:12208495;Cellinker:12606634;Cellinker:12702704;Cellinker:14691055;Cellinker:18599270;Cellinker:21362456;Cellinker:9491897;Guide2Pharma:10498827;Guide2Pharma:11162621;Guide2Pharma:11266181;Guide2Pharma:12208495;Guide2Pharma:12606634;Guide2Pharma:12702704;Guide2Pharma:14691055;Guide2Pharma:17115071;Guide2Pharma:18488139;Guide2Pharma:20002100;Guide2Pharma:21362456;Guide2Pharma:21718304;Guide2Pharma:22550093;Guide2Pharma:26582739;Guide2Pharma:9491897;HPMR:9491897;HPRD:9491897;LRdb:10498827;LRdb:11162621;LRdb:11250867;LRdb:11266181;LRdb:11403934;LRdb:12208495;LRdb:12606634;LRdb:12702704;LRdb:14691055;LRdb:18599270;LRdb:21362456;LRdb:9491897;SIGNOR:9491897;connectomeDB2020:10498827;connectomeDB2020:11162621;connectomeDB2020:11250867;connectomeDB2020:11266181;connectomeDB2020:11403934;connectomeDB2020:12208495;connectomeDB2020:12606634;connectomeDB2020:12702704;connectomeDB2020:14691055;connectomeDB2020:18599270;connectomeDB2020:21362456;connectomeDB2020:9491897;scConnect:10498827;scConnect:11162621;scConnect:11205421;scConnect:11266181;scConnect:11403934;scConnect:12208495;scConnect:12606634;scConnect:12702704;scConnect:14691055;scConnect:15271651;scConnect:17115071;scConnect:18488139;scConnect:20002100;scConnect:21362456;scConnect:21718304;scConnect:22550093;scConnect:26582739;scConnect:9491897
O43612	O43614	HCRT	HCRTR2	1	1	0	1	1	0	Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;Wang;connectomeDB2020;iTALK;scConnect;talklr	Baccin2019:11162621;Baccin2019:12208495;Baccin2019:12702704;Baccin2019:18599270;Baccin2019:9491897;CellTalkDB:9491897;Cellinker:11162621;Cellinker:12208495;Cellinker:12702704;Cellinker:18599270;Cellinker:9491897;Guide2Pharma:10498827;Guide2Pharma:11162621;Guide2Pharma:12208495;Guide2Pharma:12606634;Guide2Pharma:12702704;Guide2Pharma:18599270;Guide2Pharma:26582739;Guide2Pharma:27237973;Guide2Pharma:9491897;HPMR:9491897;HPRD:9491897;LRdb:11162621;LRdb:12208495;LRdb:12702704;LRdb:18599270;LRdb:9491897;SIGNOR:9491897;connectomeDB2020:11162621;connectomeDB2020:12208495;connectomeDB2020:12702704;connectomeDB2020:18599270;connectomeDB2020:9491897;scConnect:10498827;scConnect:11162621;scConnect:12208495;scConnect:12606634;scConnect:12702704;scConnect:12890892;scConnect:18599270;scConnect:26582739;scConnect:27237973;scConnect:9491897
P18509	P41586	ADCYAP1	ADCYAP1R1	1	1	0	1	1	0	Baccin2019;CellCall;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;DIP;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;I2D_CellPhoneDB;IMEx_CellPhoneDB;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;Reactome_LRdb;SIGNOR;Wang;connectomeDB2020;iTALK;scConnect;talklr	Baccin2019:10100920;Baccin2019:10583729;Baccin2019:11931347;Baccin2019:16930633;Baccin2019:8253796;Baccin2019:8703026;CellChatDB:21350482;CellTalkDB:10100920;Cellinker:10100920;Cellinker:10583729;Cellinker:11931347;Cellinker:12488235;Cellinker:16930633;Cellinker:21350482;Cellinker:8253796;Cellinker:8703026;DIP:17470806;Guide2Pharma:10583729;Guide2Pharma:11931347;Guide2Pharma:16930633;HPMR:10100920;HPRD:10583729;HPRD:8253796;LRdb:10100920;LRdb:10583729;LRdb:11931347;LRdb:16930633;LRdb:8253796;LRdb:8703026;SIGNOR:8703026;connectomeDB2020:10100920;connectomeDB2020:10583729;connectomeDB2020:11931347;connectomeDB2020:16930633;connectomeDB2020:8253796;connectomeDB2020:8703026;scConnect:10583729;scConnect:11931347;scConnect:16930633
P58294	Q8TCW9	PROK1	PROKR1	1	1	0	1	1	0	Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;KEGG-MEDICUS;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;Wang;connectomeDB2020;iTALK;scConnect;talklr	Baccin2019:11886876;Baccin2019:12054613;Baccin2019:15772293;CellChatDB:24496457;CellTalkDB:11886876;Cellinker:11886876;Cellinker:12054613;Cellinker:15772293;Cellinker:24496457;Guide2Pharma:12054613;Guide2Pharma:15772293;HPMR:11886876;HPMR:12054613;LRdb:11886876;LRdb:12054613;LRdb:15772293;SIGNOR:12054613;connectomeDB2020:11886876;connectomeDB2020:12054613;connectomeDB2020:15772293;scConnect:12054613;scConnect:15772293
Q9HC23	Q8TCW9	PROK2	PROKR1	1	1	0	1	1	0	Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;KEGG-MEDICUS;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;connectomeDB2020;iTALK;scConnect;talklr	Baccin2019:12054613;Baccin2019:15772293;CellChatDB:24496457;CellTalkDB:12054613;Cellinker:12054613;Cellinker:15772293;Cellinker:24496457;Guide2Pharma:12054613;Guide2Pharma:15772293;LRdb:12054613;LRdb:16;connectomeDB2020:12054613;connectomeDB2020:15772293;scConnect:12054613;scConnect:15772293
P58294	Q8NFJ6	PROK1	PROKR2	1	1	0	1	1	0	Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;KEGG-MEDICUS;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;Wang;connectomeDB2020;iTALK;scConnect;talklr	Baccin2019:11886876;Baccin2019:12054613;Baccin2019:15772293;CellChatDB:24496457;CellTalkDB:12054613;Cellinker:11886876;Cellinker:12054613;Cellinker:15772293;Cellinker:24496457;Guide2Pharma:12054613;Guide2Pharma:15772293;HPMR:11886876;HPMR:12054613;LRdb:11886876;LRdb:12054613;LRdb:15772293;connectomeDB2020:11886876;connectomeDB2020:12054613;connectomeDB2020:15772293;scConnect:12054613;scConnect:15772293
Q9HC23	Q8NFJ6	PROK2	PROKR2	1	1	0	1	1	0	Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;KEGG-MEDICUS;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;Wang;connectomeDB2020;iTALK;scConnect;talklr	Baccin2019:12024206;Baccin2019:12054613;Baccin2019:15772293;CellChatDB:24496457;CellTalkDB:15772293;Cellinker:12024206;Cellinker:12054613;Cellinker:15772293;Cellinker:24496457;Guide2Pharma:12054613;Guide2Pharma:15772293;LRdb:12024206;LRdb:12054613;LRdb:15772293;SIGNOR:12024206;connectomeDB2020:12024206;connectomeDB2020:12054613;connectomeDB2020:15772293;scConnect:12054613;scConnect:15772293
P84077	O14939	ARF1	PLD2	1	1	0	1	1	0	BioGRID;CellPhoneDB;CellTalkDB;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;STRING_talklr;Wang;connectomeDB2020;iTALK;scConnect;talklr	BioGRID:10801846;BioGRID:11373276;CellTalkDB:12519790;HPRD:10801846;HPRD:12519790;LRdb:11;LRdb:12519790;connectomeDB2020:10801846;connectomeDB2020:12519790
Q9NZQ7	Q15116	CD274	PDCD1	1	1	0	1	1	0	CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;CellTalkDB;Cellinker;DIP;Guide2Pharma;HPRD;ICELLNET;InnateDB;IntAct;LRdb;Lit-BM-17;SIGNOR;Wang;Wojtowicz2020;connectomeDB2020;iTALK;scConnect	CellChatDB:23954143;CellPhoneDB:23954143;Cellinker:23954143;Cellinker:26681673;Cellinker:31757674;DIP:26602187;HPRD:12719480;HPRD:12893276;ICELLNET:23954143;InnateDB:11015443;InnateDB:12893276;InnateDB:18841514;InnateDB:21422170;IntAct:20587542;IntAct:21982860;IntAct:23417675;LRdb:12889478;Lit-BM-17:21982860;SIGNOR:11015443;connectomeDB2020:23954143
Q14406	P16471	CSHL1	PRLR	1	1	0	1	1	0	CellPhoneDB;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_LRdb;Guide2Pharma_talklr;LRdb;Ramilowski2015;iTALK;scConnect;talklr	
P81277	P49683	PRLH	PRLHR	1	1	0	1	1	0	CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;STRING_talklr;Wang;connectomeDB2020;iTALK;scConnect;talklr	CellTalkDB:11030716;Cellinker:10475064;Cellinker:11030716;Cellinker:12606605;Cellinker:9607765;Guide2Pharma:11030716;Guide2Pharma:12606605;HPMR:11030716;HPRD:10475064;HPRD:11030716;HPRD:9607765;LRdb:10475064;LRdb:11030716;LRdb:12606605;LRdb:9607765;connectomeDB2020:10475064;connectomeDB2020:11030716;connectomeDB2020:12606605;connectomeDB2020:9607765;scConnect:11030716;scConnect:12606605
P12272	P49683	PTHLH	PRLHR	1	1	0	1	1	0	Baccin2019;CellPhoneDB;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_LRdb;Guide2Pharma_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;iTALK;scConnect;talklr	
P16109	Q14242	SELP	SELPLG	1	1	0	0	0	0	CellPhoneDB;DIP;HPMR;HPRD;InnateDB;IntAct;Lit-BM-17;Wang	DIP:19118202;HPMR:9129046;HPRD:10713099;HPRD:17064811;HPRD:9128259;InnateDB:11081633;IntAct:11081633;IntAct:19118202;IntAct:26627825;Lit-BM-17:10713099;Lit-BM-17:11081633;Lit-BM-17:19118202
P12272	Q03431	PTHLH	PTH1R	1	1	0	1	1	0	Baccin2019;CellCall;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;IntAct;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;Reactome_LRdb;STRING_talklr;Wang;connectomeDB2020;iTALK;scConnect;talklr	CellChatDB:29577935;CellTalkDB:9108031;Cellinker:2558877;Cellinker:29577935;Cellinker:8702701;Cellinker:9108031;Guide2Pharma:8702701;HPMR:2558877;HPRD:9108031;IntAct:19674967;LRdb:2558877;LRdb:8702701;LRdb:9108031;connectomeDB2020:2558877;connectomeDB2020:8702701;connectomeDB2020:9108031;scConnect:8702701
P12272	P49190	PTHLH	PTH2R	1	1	0	1	1	0	Baccin2019;CellPhoneDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;connectomeDB2020;iTALK;scConnect;talklr	Baccin2019:8702701;CellTalkDB:8702701;Cellinker:8702701;Guide2Pharma:8702701;LRdb:8702701;connectomeDB2020:8702701;scConnect:8702701
P83859	Q96P65	QRFP	QRFPR	1	1	0	1	1	0	Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;Wang;connectomeDB2020;iTALK;scConnect;talklr	Baccin2019:12714592;Baccin2019:16500002;Baccin2019:23396314;CellChatDB:25386115;CellTalkDB:12714592;Cellinker:12714592;Cellinker:16500002;Cellinker:23396314;Cellinker:25386115;Guide2Pharma:12714592;Guide2Pharma:14657341;Guide2Pharma:16500002;Guide2Pharma:23396314;LRdb:12714592;LRdb:16500002;LRdb:23396314;connectomeDB2020:12714592;connectomeDB2020:16500002;connectomeDB2020:23396314;scConnect:12714592;scConnect:14657341;scConnect:16500002;scConnect:23396314
O14788	Q9Y6Q6	TNFSF11	TNFRSF11A	1	1	0	1	1	0	Baccin2019;CellCall;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;DLRP_Cellinker;DLRP_talklr;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;IntAct;LRdb;NetPath;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;UniProt_LRdb;Wang;connectomeDB2020;iTALK;scConnect;talklr	Baccin2019:11581298;Baccin2019:9367155;CellTalkDB:11581298;Cellinker:11581298;Cellinker:9367155;HPMR:11581298;HPMR:15110169;HPRD:9367155;ICELLNET:11239407;IntAct:23333834;LRdb:11581298;LRdb:94;NetPath:14741739;NetPath:20483727;NetPath:9520411;SIGNOR:12897775;connectomeDB2020:11581298;connectomeDB2020:9367155
P04090	Q9HBX9	RLN2	RXFP1	1	1	0	1	1	0	CellCall;CellPhoneDB;CellTalkDB;Cellinker;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;SIGNOR;Wang;connectomeDB2020;iTALK;scConnect;talklr	CellTalkDB:11809971;Cellinker:11809971;Cellinker:12506116;Cellinker:15649866;Cellinker:22973049;Guide2Pharma:12506116;Guide2Pharma:15649866;Guide2Pharma:18434306;HPMR:11809971;HPRD:12506116;HPRD:15649866;LRdb:11809971;LRdb:12506116;LRdb:15649866;SIGNOR:11809971;connectomeDB2020:11809971;connectomeDB2020:12506116;connectomeDB2020:15649866;scConnect:12506116;scConnect:15649866;scConnect:18434306
P04808	Q9HBX9	RLN1	RXFP1	1	1	0	1	1	0	CellCall;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Wang;connectomeDB2020;iTALK;scConnect;talklr	CellTalkDB:11809971;Cellinker:11809971;Cellinker:16411781;Cellinker:25761609;Guide2Pharma:16411781;HPRD:11809971;LRdb:11809971;LRdb:16;connectomeDB2020:11809971;connectomeDB2020:16411781;scConnect:16411781
Q8WXF3	Q9HBX9	RLN3	RXFP1	1	1	0	1	1	0	Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;Wang;connectomeDB2020;iTALK;scConnect;talklr	Baccin2019:12506116;Baccin2019:14522968;Baccin2019:15649866;CellTalkDB:12506116;Cellinker:12506116;Cellinker:14522968;Cellinker:15649866;Cellinker:16365033;Cellinker:25761609;Guide2Pharma:12506116;Guide2Pharma:15649866;HPRD:12506116;HPRD:14522968;HPRD:15649866;LRdb:12506116;LRdb:14522968;LRdb:15649866;connectomeDB2020:12506116;connectomeDB2020:14522968;connectomeDB2020:15649866;scConnect:12506116;scConnect:15649866
P51460	Q8WXD0	INSL3	RXFP2	1	1	0	1	1	0	Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;Wang;connectomeDB2020;iTALK;scConnect;talklr	Baccin2019:12114498;Baccin2019:15649866;Baccin2019:20560146;CellTalkDB:12114498;Cellinker:12114498;Cellinker:15649866;Cellinker:20560146;Cellinker:22973049;Cellinker:25761609;Guide2Pharma:15649866;Guide2Pharma:18434306;HPMR:12114498;HPRD:12114498;HPRD:15649866;LRdb:12114498;LRdb:15649866;LRdb:20560146;connectomeDB2020:12114498;connectomeDB2020:15649866;connectomeDB2020:20560146;scConnect:15649866;scConnect:18434306
