,gene_symbol,gene_id
732,ANKRD37,ENSG00000186352.9
733,ANKRD39,ENSG00000213337.9
734,ANKRD40,ENSG00000154945.7
735,ANKRD42,ENSG00000137494.14
736,ANKRD44,ENSG00000065413.20
737,ANKRD45,ENSG00000183831.7
738,ANKRD46,ENSG00000186106.11
739,ANKRD49,ENSG00000168876.9
740,ANKRD50,ENSG00000151458.12
741,ANKRD52,ENSG00000139645.11
742,ANKRD53,ENSG00000144031.12
743,ANKRD54,ENSG00000100124.15
744,ANKRD55,ENSG00000164512.18
745,ANKRD6,ENSG00000135299.17
746,ANKRD62,ENSG00000181626.12
747,ANKRD65,ENSG00000235098.9
748,ANKRD66,ENSG00000230062.7
749,ANKRD7,ENSG00000106013.15
750,ANKRD9,ENSG00000156381.9
751,ANKS1A,ENSG00000064999.15
752,ANKS1B,ENSG00000185046.19
753,ANKS3,ENSG00000168096.15
754,ANKS4B,ENSG00000175311.7
755,ANKS6,ENSG00000165138.18
756,ANKUB1,ENSG00000206199.11
757,ANKZF1,ENSG00000163516.14
758,ANLN,ENSG00000011426.11
759,ANO1,ENSG00000131620.17
760,ANO10,ENSG00000160746.13
761,ANO2,ENSG00000047617.16
762,ANO3,ENSG00000134343.14
763,ANO4,ENSG00000151572.18
764,ANO5,ENSG00000171714.13
765,ANO6,ENSG00000177119.17
766,ANO7,ENSG00000146205.14
767,ANO8,ENSG00000074855.11
768,ANO9,ENSG00000185101.13
769,ANOS1,ENSG00000011201.12
770,ANP32A,ENSG00000140350.15
771,ANP32B,ENSG00000136938.9
772,ANP32D,ENSG00000139223.4
773,ANP32E,ENSG00000143401.15
774,ANPEP,ENSG00000166825.15
775,ANTKMT,ENSG00000103254.10
776,ANTXR1,ENSG00000169604.21
777,ANTXR2,ENSG00000163297.18
778,ANXA1,ENSG00000135046.14
779,ANXA10,ENSG00000109511.12
780,ANXA11,ENSG00000122359.18
781,ANXA13,ENSG00000104537.17
782,ANXA2,ENSG00000182718.18
783,ANXA2R,ENSG00000177721.5
784,ANXA3,ENSG00000138772.13
785,ANXA4,ENSG00000196975.16
786,ANXA5,ENSG00000164111.15
787,ANXA6,ENSG00000197043.14
788,ANXA7,ENSG00000138279.16
789,ANXA8,ENSG00000265190.7
790,ANXA8L1,ENSG00000264230.9
791,ANXA9,ENSG00000143412.10
792,AOAH,ENSG00000136250.12
793,AOC1,ENSG00000002726.21
794,AOC2,ENSG00000131480.9
795,AOC3,ENSG00000131471.7
796,AOPEP,ENSG00000148120.18
797,AOX1,ENSG00000138356.14
798,AP000253.1,ENSG00000234509.1
799,AP000350.5,ENSG00000273295.1
800,AP000442.1,ENSG00000255139.2
801,AP000708.1,ENSG00000255537.1
802,AP000866.1,
803,AP001372.2,ENSG00000254837.2
804,AP001437.1,ENSG00000273210.1
805,AP001626.1,
806,AP1AR,ENSG00000138660.12
807,AP1B1,ENSG00000100280.17
808,AP1G1,ENSG00000166747.13
809,AP1G2,ENSG00000213983.12
810,AP1M1,ENSG00000072958.9
811,AP1M2,ENSG00000129354.12
812,AP1S1,ENSG00000106367.15
813,AP1S2,ENSG00000182287.15
814,AP1S3,ENSG00000152056.17
815,AP2A1,ENSG00000196961.13
816,AP2A2,ENSG00000183020.14
817,AP2B1,ENSG00000006125.18
818,AP2M1,ENSG00000161203.13
819,AP2S1,ENSG00000042753.12
820,AP3B1,ENSG00000132842.14
821,AP3B2,ENSG00000103723.17
822,AP3D1,ENSG00000065000.19
823,AP3M1,ENSG00000185009.13
824,AP3M2,ENSG00000070718.12
825,AP3S1,ENSG00000177879.17
826,AP3S2,ENSG00000157823.17
827,AP4B1,ENSG00000134262.13
828,AP4B1-AS1,ENSG00000226167.1
829,AP4E1,ENSG00000081014.11
830,AP4M1,ENSG00000221838.10
831,AP4S1,ENSG00000100478.16
832,AP5B1,ENSG00000254470.3
833,AP5M1,ENSG00000053770.12
834,AP5S1,ENSG00000125843.11
835,AP5Z1,ENSG00000242802.9
836,APAF1,ENSG00000120868.14
837,APBA1,ENSG00000107282.8
838,APBA2,ENSG00000034053.15
839,APBA3,ENSG00000011132.12
840,APBB1,ENSG00000166313.19
841,APBB1IP,ENSG00000077420.16
842,APBB2,ENSG00000163697.17
843,APBB3,ENSG00000113108.20
844,APC,ENSG00000134982.17
845,APC2,ENSG00000115266.12
846,APCDD1,ENSG00000154856.13
847,APCDD1L,ENSG00000198768.11
848,APEH,ENSG00000164062.13
849,APELA,ENSG00000248329.6
850,APEX1,ENSG00000100823.12
851,APEX2,ENSG00000169188.5
852,APH1A,ENSG00000117362.13
853,APH1B,ENSG00000138613.14
854,API5,ENSG00000166181.13
855,APIP,ENSG00000149089.13
856,APLF,ENSG00000169621.10
857,APLN,ENSG00000171388.12
858,APLNR,ENSG00000134817.11
859,APLP1,ENSG00000105290.13
860,APLP2,ENSG00000084234.18
861,APMAP,ENSG00000101474.12
862,APOA1,ENSG00000118137.10
863,APOB,ENSG00000084674.15
864,APOBEC2,ENSG00000124701.6
865,APOBEC3A,ENSG00000128383.13
866,APOBEC3B,ENSG00000179750.16
867,APOBEC3C,ENSG00000244509.4
868,APOBEC3D,ENSG00000243811.12
869,APOBEC3F,ENSG00000128394.17
870,APOBEC3G,ENSG00000239713.9
871,APOBEC3H,ENSG00000100298.16
872,APOBEC4,ENSG00000173627.8
873,APOBR,ENSG00000184730.11
874,APOC1,ENSG00000130208.10
875,APOC2,ENSG00000234906.11
876,APOD,ENSG00000189058.9
877,APOE,ENSG00000130203.10
878,APOF,ENSG00000175336.10
879,APOH,ENSG00000091583.11
880,APOL1,ENSG00000100342.21
881,APOL2,ENSG00000128335.14
882,APOL3,ENSG00000128284.19
883,APOL4,ENSG00000100336.18
884,APOL6,ENSG00000221963.6
885,APOLD1,ENSG00000178878.13
886,APOM,ENSG00000204444.11
887,APOO,ENSG00000184831.14
888,APOOL,ENSG00000155008.15
889,APP,ENSG00000142192.21
890,APPBP2,ENSG00000062725.10
891,APPL1,ENSG00000157500.12
892,APPL2,ENSG00000136044.12
893,APRT,ENSG00000198931.11
894,APTR,ENSG00000214293.9
895,APTX,ENSG00000137074.20
896,AQP1,ENSG00000240583.14
897,AQP10,ENSG00000143595.13
898,AQP11,ENSG00000178301.4
899,AQP2,ENSG00000167580.8
900,AQP3,ENSG00000165272.16
901,AQP4,ENSG00000171885.18
902,AQP4-AS1,ENSG00000260372.7
903,AQP5,ENSG00000161798.7
904,AQP6,ENSG00000086159.13
905,AQP7,ENSG00000165269.13
906,AQP8,ENSG00000103375.11
907,AQP9,ENSG00000103569.10
908,AQR,ENSG00000021776.11
909,AR,ENSG00000169083.18
910,ARAF,ENSG00000078061.14
911,ARAP1,ENSG00000186635.15
912,ARAP2,ENSG00000047365.12
913,ARAP3,ENSG00000120318.16
914,ARC,ENSG00000198576.4
915,ARCN1,ENSG00000095139.14
916,AREG,ENSG00000109321.11
917,AREL1,ENSG00000119682.18
918,ARF1,ENSG00000143761.16
919,ARF3,ENSG00000134287.10
920,ARF4,ENSG00000168374.11
921,ARF4-AS1,ENSG00000272146.6
922,ARF5,ENSG00000004059.11
923,ARF6,ENSG00000165527.7
924,ARFGAP1,ENSG00000101199.13
925,ARFGAP2,ENSG00000149182.15
926,ARFGAP3,ENSG00000242247.11
927,ARFGEF1,ENSG00000066777.9
928,ARFGEF2,ENSG00000124198.10
929,ARFGEF3,ENSG00000112379.9
930,ARFIP1,ENSG00000164144.16
931,ARFIP2,ENSG00000132254.13
932,ARFRP1,ENSG00000101246.20
933,ARG1,ENSG00000118520.15
934,ARG2,ENSG00000081181.8
935,ARGLU1,ENSG00000134884.15
936,ARHGAP1,ENSG00000175220.12
937,ARHGAP10,ENSG00000071205.12
938,ARHGAP11A,ENSG00000198826.11
939,ARHGAP11B,ENSG00000285077.2
940,ARHGAP12,ENSG00000165322.18
941,ARHGAP15,ENSG00000075884.14
942,ARHGAP17,ENSG00000140750.17
943,ARHGAP18,ENSG00000146376.11
944,ARHGAP19,ENSG00000213390.11
945,ARHGAP20,ENSG00000137727.13
946,ARHGAP21,ENSG00000107863.19
947,ARHGAP22,ENSG00000128805.15
948,ARHGAP23,ENSG00000275832.5
949,ARHGAP24,ENSG00000138639.18
950,ARHGAP25,ENSG00000163219.12
951,ARHGAP26,ENSG00000145819.18
952,ARHGAP27,ENSG00000159314.11
953,ARHGAP28,ENSG00000088756.13
954,ARHGAP29,ENSG00000137962.13
955,ARHGAP30,ENSG00000186517.14
956,ARHGAP31,ENSG00000031081.11
957,ARHGAP31-AS1,ENSG00000241155.1
958,ARHGAP32,ENSG00000134909.19
959,ARHGAP33,ENSG00000004777.18
960,ARHGAP35,ENSG00000160007.19
961,ARHGAP39,ENSG00000147799.11
962,ARHGAP4,ENSG00000089820.16
963,ARHGAP40,ENSG00000124143.10
964,ARHGAP42,ENSG00000165895.19
965,ARHGAP44,ENSG00000006740.17
966,ARHGAP45,ENSG00000180448.11
967,ARHGAP5,ENSG00000100852.13
968,ARHGAP5-AS1,ENSG00000258655.2
969,ARHGAP6,ENSG00000047648.23
970,ARHGAP8,ENSG00000241484.10
971,ARHGAP9,ENSG00000123329.20
972,ARHGDIA,ENSG00000141522.12
973,ARHGDIB,ENSG00000111348.9
974,ARHGDIG,ENSG00000242173.10
975,ARHGEF1,ENSG00000076928.18
976,ARHGEF10,ENSG00000104728.16
977,ARHGEF10L,ENSG00000074964.17
978,ARHGEF11,ENSG00000132694.19
979,ARHGEF12,ENSG00000196914.9
980,ARHGEF15,ENSG00000198844.12
981,ARHGEF16,ENSG00000130762.15
982,ARHGEF17,ENSG00000110237.5
983,ARHGEF18,ENSG00000104880.19
984,ARHGEF19,ENSG00000142632.17
985,ARHGEF2,ENSG00000116584.20
986,ARHGEF25,ENSG00000240771.8
987,ARHGEF26,ENSG00000114790.13
988,ARHGEF28,ENSG00000214944.10
989,ARHGEF3,ENSG00000163947.12
990,ARHGEF33,ENSG00000214694.12
991,ARHGEF35,ENSG00000213214.5
992,ARHGEF37,ENSG00000183111.12
993,ARHGEF38,ENSG00000236699.9
994,ARHGEF39,ENSG00000137135.18
995,ARHGEF4,ENSG00000136002.20
996,ARHGEF40,ENSG00000165801.10
997,ARHGEF5,ENSG00000050327.15
998,ARHGEF6,ENSG00000129675.16
999,ARHGEF7,ENSG00000102606.19
1000,ARHGEF9,ENSG00000131089.17
1001,ARID1A,ENSG00000117713.20
1002,ARID1B,ENSG00000049618.24
1003,ARID2,ENSG00000189079.17
1004,ARID3A,ENSG00000116017.11
1005,ARID3B,ENSG00000179361.18
1006,ARID4A,ENSG00000032219.19
1007,ARID4B,ENSG00000054267.22
1008,ARID5A,ENSG00000196843.17
1009,ARID5B,ENSG00000150347.17
1010,ARIH1,ENSG00000166233.15
1011,ARIH2,ENSG00000177479.20
1012,ARIH2OS,ENSG00000221883.4
1013,ARL1,ENSG00000120805.14
1014,ARL10,ENSG00000175414.7
1015,ARL11,ENSG00000152213.4
1016,ARL13B,ENSG00000169379.17
1017,ARL14,ENSG00000179674.4
1018,ARL14EP,ENSG00000152219.5
1019,ARL14EPL,ENSG00000268223.6
1020,ARL15,ENSG00000185305.11
1021,ARL16,ENSG00000214087.9
1022,ARL17A,ENSG00000185829.18
1023,ARL17B,ENSG00000228696.10
1024,ARL2,ENSG00000213465.8
1025,ARL2BP,ENSG00000102931.8
1026,ARL3,ENSG00000138175.9
1027,ARL4A,ENSG00000122644.13
1028,ARL4C,ENSG00000188042.8
1029,ARL4D,ENSG00000175906.5
1030,ARL5A,ENSG00000162980.17
1031,ARL5B,ENSG00000165997.5
1032,ARL6,ENSG00000113966.10
1033,ARL6IP1,ENSG00000170540.15
1034,ARL6IP4,ENSG00000182196.14
1035,ARL6IP5,ENSG00000144746.7
1036,ARL6IP6,ENSG00000177917.11
1037,ARL8A,ENSG00000143862.8
1038,ARL8B,ENSG00000134108.14
1039,ARL9,ENSG00000196503.5
1040,ARLNC1,ENSG00000260896.6
1041,ARMC1,ENSG00000104442.10
1042,ARMC10,ENSG00000170632.14
1043,ARMC12,ENSG00000157343.9
1044,ARMC2,ENSG00000118690.13
1045,ARMC3,ENSG00000165309.14
1046,ARMC5,ENSG00000140691.18
1047,ARMC6,ENSG00000105676.14
1048,ARMC7,ENSG00000125449.7
1049,ARMC8,ENSG00000114098.18
1050,ARMC9,ENSG00000135931.19
1051,ARMCX1,ENSG00000126947.13
1052,ARMCX2,ENSG00000184867.14
1053,ARMCX3,ENSG00000102401.20
1054,ARMCX4,ENSG00000196440.11
1055,ARMCX5,ENSG00000125962.15
1056,ARMCX6,ENSG00000198960.11
1057,ARMH1,ENSG00000198520.12
1058,ARMH2,ENSG00000260286.4
1059,ARMH3,ENSG00000120029.13
1060,ARMH4,ENSG00000139971.15
1061,ARMT1,ENSG00000146476.11
1062,ARNT,ENSG00000143437.21
1063,ARNT2,ENSG00000172379.21
1064,ARNTL,ENSG00000133794.20
1065,ARNTL2,ENSG00000029153.14
1066,ARPC1A,ENSG00000241685.10
1067,ARPC1B,ENSG00000130429.15
1068,ARPC2,ENSG00000163466.16
1069,ARPC3,ENSG00000111229.16
1070,ARPC4,ENSG00000241553.13
1071,ARPC5,ENSG00000162704.16
1072,ARPC5L,ENSG00000136950.13
1073,ARPIN,ENSG00000242498.8
1074,ARPP19,ENSG00000128989.11
1075,ARRB1,ENSG00000137486.17
1076,ARRB2,ENSG00000141480.18
1077,ARRDC1,ENSG00000197070.14
1078,ARRDC1-AS1,ENSG00000203993.6
1079,ARRDC2,ENSG00000105643.11
1080,ARRDC3,ENSG00000113369.9
1081,ARRDC3-AS1,ENSG00000281357.3
1082,ARRDC4,ENSG00000140450.9
1083,ARRDC5,ENSG00000205784.4
1084,ARSA,ENSG00000100299.18
1085,ARSB,ENSG00000113273.17
1086,ARSD,ENSG00000006756.16
1087,ARSG,ENSG00000141337.13
1088,ARSI,ENSG00000183876.9
1089,ARSJ,ENSG00000180801.14
1090,ARSK,ENSG00000164291.17
1091,ARSL,ENSG00000157399.17
1092,ART3,ENSG00000156219.17
1093,ART4,ENSG00000111339.12
1094,ART5,ENSG00000167311.14
1095,ARTN,ENSG00000117407.17
1096,ARV1,ENSG00000173409.14
1097,ARVCF,ENSG00000099889.14
1098,ARX,ENSG00000004848.8
1099,ASAH1,ENSG00000104763.20
1100,ASAH2,ENSG00000188611.17
1101,ASAH2B,ENSG00000204147.11
1102,ASAP1,ENSG00000153317.15
1103,ASAP2,ENSG00000151693.11
1104,ASAP3,ENSG00000088280.19
1105,ASB1,ENSG00000065802.12
1106,ASB11,ENSG00000165192.14
1107,ASB12,ENSG00000198881.10
1108,ASB13,ENSG00000196372.13
1109,ASB14,ENSG00000239388.9
1110,ASB15,ENSG00000146809.13
1111,ASB16,ENSG00000161664.7
1112,ASB16-AS1,ENSG00000267080.6
1113,ASB2,ENSG00000100628.12
1114,ASB3,ENSG00000115239.24
1115,ASB4,ENSG00000005981.13
1116,ASB6,ENSG00000148331.12
1117,ASB7,ENSG00000183475.13
1118,ASB8,ENSG00000177981.11
1119,ASB9,ENSG00000102048.16
1120,ASCC1,ENSG00000138303.18
1121,ASCC2,ENSG00000100325.15
1122,ASCC3,ENSG00000112249.14
1123,ASCL1,ENSG00000139352.4
1124,ASCL2,ENSG00000183734.5
1125,ASCL4,ENSG00000187855.6
1126,ASCL5,ENSG00000232237.4
1127,ASF1A,ENSG00000111875.8
1128,ASF1B,ENSG00000105011.9
1129,ASGR1,ENSG00000141505.12
1130,ASGR2,ENSG00000161944.16
1131,ASH1L,ENSG00000116539.14
1132,ASH1L-AS1,ENSG00000235919.4
1133,ASH2L,ENSG00000129691.16
1134,ASIC1,ENSG00000110881.12
1135,ASIC3,ENSG00000213199.8
1136,ASIC4,ENSG00000072182.13
1137,ASIP,ENSG00000101440.10
1138,ASL,ENSG00000126522.17
1139,ASMT,ENSG00000196433.13
1140,ASMT,ENSG00000196433.13_PAR_Y
1141,ASMTL,ENSG00000169093.16
1142,ASMTL,ENSG00000169093.16_PAR_Y
1143,ASMTL-AS1,ENSG00000236017.8
1144,ASMTL-AS1,ENSG00000236017.8_PAR_Y
1145,ASNS,ENSG00000070669.17
1146,ASNSD1,ENSG00000138381.10
1147,ASPA,ENSG00000108381.11
1148,ASPG,ENSG00000166183.16
1149,ASPH,ENSG00000198363.18
1150,ASPHD1,ENSG00000174939.11
1151,ASPHD2,ENSG00000128203.7
1152,ASPM,ENSG00000066279.19
1153,ASPN,ENSG00000106819.13
1154,ASPRV1,ENSG00000244617.3
1155,ASPSCR1,ENSG00000169696.16
1156,ASRGL1,ENSG00000162174.12
1157,ASS1,ENSG00000130707.18
1158,ASTE1,ENSG00000034533.12
1159,ASTL,ENSG00000188886.4
1160,ASTN1,ENSG00000152092.16
1161,ASTN2,ENSG00000148219.18
1162,ASXL1,ENSG00000171456.20
1163,ASXL2,ENSG00000143970.18
1164,ASXL3,ENSG00000141431.13
1165,ASZ1,ENSG00000154438.8
1166,ATAD1,ENSG00000138138.14
1167,ATAD2,ENSG00000156802.13
1168,ATAD2B,ENSG00000119778.15
1169,ATAD3A,ENSG00000197785.14
1170,ATAD3B,ENSG00000160072.20
1171,ATAD3C,ENSG00000215915.10
1172,ATAD5,ENSG00000176208.9
1173,ATAT1,ENSG00000137343.18
1174,ATCAY,ENSG00000167654.18
1175,ATE1,ENSG00000107669.18
1176,ATF1,ENSG00000123268.9
1177,ATF2,ENSG00000115966.17
1178,ATF3,ENSG00000162772.17
1179,ATF4,ENSG00000128272.17
1180,ATF5,ENSG00000169136.12
1181,ATF6,ENSG00000118217.7
1182,ATF6B,ENSG00000213676.13
1183,ATF7,ENSG00000170653.19
1184,ATF7IP,ENSG00000171681.13
1185,ATF7IP2,ENSG00000166669.13
1186,ATG10,ENSG00000152348.16
1187,ATG101,ENSG00000123395.15
1188,ATG12,ENSG00000145782.13
1189,ATG13,ENSG00000175224.17
1190,ATG14,ENSG00000126775.9
1191,ATG16L1,ENSG00000085978.22
1192,ATG16L2,ENSG00000168010.11
1193,ATG2A,ENSG00000110046.13
1194,ATG2B,ENSG00000066739.12
1195,ATG3,ENSG00000144848.11
1196,ATG4A,ENSG00000101844.18
1197,ATG4B,ENSG00000168397.17
1198,ATG4C,ENSG00000125703.15
1199,ATG4D,ENSG00000130734.10
1200,ATG5,ENSG00000057663.16
1201,ATG7,ENSG00000197548.12
1202,ATG9A,ENSG00000198925.12
1203,ATG9B,ENSG00000181652.19
1204,ATIC,ENSG00000138363.15
1205,ATL1,ENSG00000198513.14
1206,ATL2,ENSG00000119787.14
1207,ATL3,ENSG00000184743.13
1208,ATM,ENSG00000149311.20
1209,ATMIN,ENSG00000166454.10
1210,ATN1,ENSG00000111676.15
1211,ATOH7,ENSG00000179774.9
1212,ATOH8,ENSG00000168874.13
1213,ATOX1,ENSG00000177556.12
1214,ATP10A,ENSG00000206190.12
1215,ATP10B,ENSG00000118322.14
1216,ATP10D,ENSG00000145246.14
1217,ATP11A,ENSG00000068650.19
1218,ATP11A-AS1,ENSG00000232684.1
1219,ATP11B,ENSG00000058063.16
1220,ATP11C,ENSG00000101974.15
1221,ATP12A,ENSG00000075673.12
1222,ATP13A1,ENSG00000105726.17
1223,ATP13A2,ENSG00000159363.19
1224,ATP13A3,ENSG00000133657.16
1225,ATP13A4,ENSG00000127249.15
1226,ATP13A4-AS1,ENSG00000225473.1
1227,ATP13A5,ENSG00000187527.11
1228,ATP1A1,ENSG00000163399.16
1229,ATP1A2,ENSG00000018625.15
1230,ATP1A3,ENSG00000105409.19
1231,ATP1A4,ENSG00000132681.17
1232,ATP1B1,ENSG00000143153.13
1233,ATP1B2,ENSG00000129244.9
1234,ATP1B3,ENSG00000069849.11
1235,ATP1B3-AS1,ENSG00000244124.1
1236,ATP23,ENSG00000166896.9
1237,ATP2A1,ENSG00000196296.14
1238,ATP2A1-AS1,ENSG00000260442.5
1239,ATP2A2,ENSG00000174437.18
1240,ATP2A3,ENSG00000074370.18
1241,ATP2B1,ENSG00000070961.16
1242,ATP2B1-AS1,ENSG00000271614.1
1243,ATP2B2,ENSG00000157087.20
1244,ATP2B4,ENSG00000058668.15
1245,ATP2C1,ENSG00000017260.20
1246,ATP2C2,ENSG00000064270.13
1247,ATP4B,ENSG00000186009.5
1248,ATP5F1A,ENSG00000152234.16
1249,ATP5F1B,ENSG00000110955.9
1250,ATP5F1C,ENSG00000165629.20
1251,ATP5F1D,ENSG00000099624.8
1252,ATP5IF1,ENSG00000130770.18
1253,ATP5MC1,ENSG00000159199.14
1254,ATP5MC2,ENSG00000135390.21
1255,ATP5MC3,ENSG00000154518.10
1256,ATP5ME,ENSG00000169020.10
1257,ATP5MF,ENSG00000241468.8
1258,ATP5MG,ENSG00000167283.8
1259,ATP5MGL,ENSG00000249222.1
1260,ATP5MJ,ENSG00000156411.10
1261,ATP5MK,ENSG00000173915.16
1262,ATP5PB,ENSG00000116459.11
1263,ATP5PD,ENSG00000167863.12
1264,ATP5PF,ENSG00000154723.13
1265,ATP5PO,ENSG00000241837.7
1266,ATP6AP1,ENSG00000071553.18
1267,ATP6AP1L,ENSG00000205464.13
1268,ATP6AP2,ENSG00000182220.15
1269,ATP6V0A1,ENSG00000033627.17
1270,ATP6V0A2,ENSG00000185344.15
1271,ATP6V0A4,ENSG00000105929.16
1272,ATP6V0B,ENSG00000117410.14
1273,ATP6V0C,ENSG00000185883.12
1274,ATP6V0D1,ENSG00000159720.12
1275,ATP6V0D2,ENSG00000147614.4
1276,ATP6V0E1,ENSG00000113732.9
1277,ATP6V0E2,ENSG00000171130.19
1278,ATP6V0E2-AS1,ENSG00000204934.10
1279,ATP6V1A,ENSG00000114573.10
1280,ATP6V1B1,ENSG00000116039.13
1281,ATP6V1B2,ENSG00000147416.11
1282,ATP6V1C1,ENSG00000155097.12
1283,ATP6V1C2,ENSG00000143882.12
1284,ATP6V1D,ENSG00000100554.12
1285,ATP6V1E1,ENSG00000131100.13
1286,ATP6V1E2,ENSG00000250565.7
1287,ATP6V1F,ENSG00000128524.5
1288,ATP6V1G1,ENSG00000136888.8
1289,ATP6V1G2,ENSG00000213760.11
1290,ATP6V1H,ENSG00000047249.18
1291,ATP7A,ENSG00000165240.21
1292,ATP7B,ENSG00000123191.16
1293,ATP8A1,ENSG00000124406.16
1294,ATP8A2,ENSG00000132932.19
1295,ATP8B1,ENSG00000081923.15
1296,ATP8B2,ENSG00000143515.19
1297,ATP8B3,ENSG00000130270.16
1298,ATP8B4,ENSG00000104043.15
1299,ATP9A,ENSG00000054793.14
1300,ATP9B,ENSG00000166377.20
1301,ATPAF1,ENSG00000123472.12
1302,ATPAF2,ENSG00000171953.16
1303,ATPSCKMT,ENSG00000150756.14
1304,ATR,ENSG00000175054.16
1305,ATRAID,ENSG00000138085.17
1306,ATRIP,ENSG00000164053.22
1307,ATRN,ENSG00000088812.18
1308,ATRNL1,ENSG00000107518.18
1309,ATRX,ENSG00000085224.23
1310,ATXN1,ENSG00000124788.19
1311,ATXN10,ENSG00000130638.17
1312,ATXN1L,ENSG00000224470.9
1313,ATXN2,ENSG00000204842.18
1314,ATXN2L,ENSG00000168488.19
1315,ATXN3,ENSG00000066427.24
1316,ATXN7,ENSG00000163635.20
1317,ATXN7L1,ENSG00000146776.15
1318,ATXN7L2,ENSG00000162650.17
1319,ATXN7L3,ENSG00000087152.16
1320,ATXN7L3B,ENSG00000253719.4
1321,AUH,ENSG00000148090.12
1322,AUNIP,ENSG00000127423.11
1323,AUP1,ENSG00000115307.17
1324,AURKA,ENSG00000087586.18
1325,AURKAIP1,ENSG00000175756.13
1326,AURKB,ENSG00000178999.13
1327,AURKC,ENSG00000105146.13
1328,AUTS2,ENSG00000158321.18
1329,AVEN,ENSG00000169857.9
1330,AVIL,ENSG00000135407.10
1331,AVL9,ENSG00000105778.19
1332,AVP,ENSG00000101200.5
1333,AVPI1,ENSG00000119986.7
1334,AVPR1A,ENSG00000166148.4
1335,AVPR2,ENSG00000126895.15
1336,AWAT2,ENSG00000147160.9
1337,AXDND1,ENSG00000162779.22
1338,AXIN1,ENSG00000103126.15
1339,AXIN2,ENSG00000168646.13
1340,AXL,ENSG00000167601.12
1341,AZGP1,ENSG00000160862.13
1342,AZI2,ENSG00000163512.14
1343,AZIN1,ENSG00000155096.15
1344,AZIN2,ENSG00000142920.17
1345,AZU1,ENSG00000172232.10
1346,B2M,ENSG00000166710.21
1347,B3GALNT1,ENSG00000169255.15
1348,B3GALNT2,ENSG00000162885.14
1349,B3GALT1,ENSG00000172318.5
1350,B3GALT2,ENSG00000162630.6
1351,B3GALT4,ENSG00000235863.4
1352,B3GALT5,ENSG00000183778.18
1353,B3GALT5-AS1,ENSG00000184809.13
1354,B3GALT6,ENSG00000176022.7
1355,B3GAT1,ENSG00000109956.13
1356,B3GAT2,ENSG00000112309.11
1357,B3GAT3,ENSG00000149541.10
1358,B3GLCT,ENSG00000187676.8
1359,B3GNT2,ENSG00000170340.11
1360,B3GNT3,ENSG00000179913.11
1361,B3GNT4,ENSG00000176383.9
1362,B3GNT5,ENSG00000176597.12
1363,B3GNT6,ENSG00000198488.10
1364,B3GNT7,ENSG00000156966.7
1365,B3GNT8,ENSG00000177191.2
1366,B3GNT9,ENSG00000237172.4
1367,B3GNTL1,ENSG00000175711.8
1368,B4GALNT1,ENSG00000135454.14
1369,B4GALNT2,ENSG00000167080.9
1370,B4GALNT3,ENSG00000139044.12
1371,B4GALNT4,ENSG00000182272.12
1372,B4GALT1,ENSG00000086062.13
1373,B4GALT1-AS1,ENSG00000233554.6
1374,B4GALT2,ENSG00000117411.18
1375,B4GALT3,ENSG00000158850.15
1376,B4GALT4,ENSG00000121578.13
1377,B4GALT5,ENSG00000158470.5
1378,B4GALT6,ENSG00000118276.12
1379,B4GALT7,ENSG00000027847.14
1380,B4GAT1,ENSG00000174684.7
1381,B9D1,ENSG00000108641.19
1382,B9D2,ENSG00000123810.9
1383,BAALC,ENSG00000164929.17
1384,BAALC-AS1,ENSG00000247081.8
1385,BAALC-AS2,ENSG00000236939.2
1386,BAAT,ENSG00000136881.12
1387,BABAM1,ENSG00000105393.16
1388,BABAM2,ENSG00000158019.21
1389,BACE1,ENSG00000186318.18
1390,BACE1-AS,ENSG00000278768.2
1391,BACE2,ENSG00000182240.16
1392,BACH1,ENSG00000156273.16
1393,BACH1-IT2,ENSG00000228817.4
1394,BACH2,ENSG00000112182.15
1395,BAD,ENSG00000002330.14
1396,BAG1,ENSG00000107262.26
1397,BAG2,ENSG00000112208.11
1398,BAG3,ENSG00000151929.10
1399,BAG4,ENSG00000156735.11
1400,BAG5,ENSG00000166170.11
1401,BAG6,ENSG00000204463.13
1402,BAHCC1,ENSG00000266074.10
1403,BAHD1,ENSG00000140320.12
1404,BAIAP2,ENSG00000175866.16
1405,BAIAP2-DT,ENSG00000226137.5
1406,BAIAP2L1,ENSG00000006453.14
1407,BAIAP2L2,ENSG00000128298.18
1408,BAIAP3,ENSG00000007516.14
1409,BAK1,ENSG00000030110.13
1410,BAMBI,ENSG00000095739.11
1411,BANCR,ENSG00000278910.4
1412,BANF1,ENSG00000175334.8
1413,BANK1,ENSG00000153064.12
1414,BANP,ENSG00000172530.21
1415,BAP1,ENSG00000163930.10
1416,BARD1,ENSG00000138376.11
1417,BARX1,ENSG00000131668.14
1418,BARX2,ENSG00000043039.7
1419,BASP1,ENSG00000176788.9
1420,BATF,ENSG00000156127.8
1421,BATF2,ENSG00000168062.10
1422,BATF3,ENSG00000123685.9
1423,BAX,ENSG00000087088.20
1424,BAZ1A,ENSG00000198604.11
1425,BAZ1B,ENSG00000009954.11
1426,BAZ2A,ENSG00000076108.12
1427,BAZ2B,ENSG00000123636.18
1428,BBC3,ENSG00000105327.18
1429,BBIP1,ENSG00000214413.9
